Electoral district number,Electoral district name,Type of results,Surname,Middle name(s) ,Given name,Political affiliation,Appartenance politique,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
24076,Trois-Rivières,validated,Aubin,,Robert,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10090,16.7,1092,61630
24076,Trois-Rivières,validated,Charbonneau,,Louise,Bloc Québécois,Bloc Québécois,17240,28.5,1092,61630
24076,Trois-Rivières,validated,Duplessis,,Marie,Green Party,Parti Vert,1492,2.5,1092,61630
24076,Trois-Rivières,validated,Gingras,,Marc André,People's Party,Parti populaire,565,.9,1092,61630
24076,Trois-Rivières,validated,Lévesque,,Yves,Conservative,Conservateur,15240,25.2,1092,61630
24076,Trois-Rivières,validated,Renaud-Martin,,Valérie,Liberal,Libéral,15774,26.1,1092,61630
24076,Trois-Rivières,validated,St-Onge Lynch,,Ronald,Independent,Indépendant(e),137,.2,1092,61630
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Bourque,,Nadia,Bloc Québécois,Bloc Québécois,6869,13.5,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Cusmano,,Liana Canton,Green Party,Parti Vert,3570,7,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Forian,,Michael,Conservative,Conservateur,4629,9.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Gaudet,,Tommy,Parti Rhinocéros Party,Parti Rhinocéros Party,166,.3,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Langlais,,Jean,People's Party,Parti populaire,514,1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Miller,,Marc,Liberal,Libéral,27107,53.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,O'Sullivan,,Louise B.,Independent,Indépendant(e),125,.2,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Patenaude,,Marc,No Affiliation,Aucune appartenance,119,.2,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Sullivan,,Linda,ML,ML,43,.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,Thiébaut,,Sophie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7912,15.5,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Bourque,,Nadia,Bloc Québécois,Bloc Québécois,6899,13.1,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Cusmano,,Liana Canton,Green Party,Parti Vert,3718,7.1,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Forian,,Michael,Conservative,Conservateur,4609,8.8,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Gaudet,,Tommy,Parti Rhinocéros Party,Parti Rhinocéros Party,140,.3,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Langlais,,Jean,People's Party,Parti populaire,520,1,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Miller,,Marc,Liberal,Libéral,28087,53.5,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,O'Sullivan,,Louise B.,Independent,Indépendant(e),117,.2,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Patenaude,,Marc,No Affiliation,Aucune appartenance,113,.2,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Sullivan,,Linda,ML,ML,45,.1,601,53123
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Thiébaut,,Sophie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8274,15.8,601,53123
24078,Vimy,preliminary,Aliev,,Vassif,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4759,8.6,0,55115
24078,Vimy,preliminary,Beaulieu,,Claire-Emmanuelle,Bloc Québécois,Bloc Québécois,15402,27.9,0,55115
24078,Vimy,preliminary,Brunelle,,Suzanne,People's Party,Parti populaire,744,1.3,0,55115
24078,Vimy,preliminary,El-Helou,,Rima,Conservative,Conservateur,5962,10.8,0,55115
24078,Vimy,preliminary,Koutrakis,,Annie,Liberal,Libéral,26181,47.5,0,55115
24078,Vimy,preliminary,R'Guiba,,Faiza,Green Party,Parti Vert,2067,3.8,0,55115
24078,Vimy,validated,Aliev,,Vassif,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4779,8.6,1057,56590
24078,Vimy,validated,Beaulieu,,Claire-Emmanuelle,Bloc Québécois,Bloc Québécois,15455,27.8,1057,56590
24078,Vimy,validated,Brunelle,,Suzanne,People's Party,Parti populaire,733,1.3,1057,56590
24078,Vimy,validated,El-Helou,,Rima,Conservative,Conservateur,5951,10.7,1057,56590
24078,Vimy,validated,Koutrakis,,Annie,Liberal,Libéral,26490,47.7,1057,56590
24078,Vimy,validated,R'Guiba,,Faiza,Green Party,Parti Vert,2125,3.8,1057,56590
35001,Ajax,preliminary,Ali,,Intab,Independent,Indépendant(e),142,.2,0,60377
35001,Ajax,preliminary,Dingwall,,Tom,Conservative,Conservateur,16219,26.9,0,60377
35001,Ajax,preliminary,Hadley,,Allen Keith,Independent,Indépendant(e),187,.3,0,60377
35001,Ajax,preliminary,Holland,,Mark,Liberal,Libéral,34344,56.9,0,60377
35001,Ajax,preliminary,Knight,,Maia,Green Party,Parti Vert,2016,3.3,0,60377
35001,Ajax,preliminary,Malik,,Shokat,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6811,11.3,0,60377
35001,Ajax,preliminary,Russo,,Susanna,People's Party,Parti populaire,658,1.1,0,60377
35001,Ajax,validated,Ali,,Intab,Independent,Indépendant(e),111,.2,487,61507
35001,Ajax,validated,Dingwall,,Tom,Conservative,Conservateur,15864,26,487,61507
35001,Ajax,validated,Hadley,,Allen Keith,Independent,Indépendant(e),186,.3,487,61507
35001,Ajax,validated,Holland,,Mark,Liberal,Libéral,35198,57.7,487,61507
35001,Ajax,validated,Knight,,Maia,Green Party,Parti Vert,2040,3.3,487,61507
35001,Ajax,validated,Malik,,Shokat,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7033,11.5,487,61507
35001,Ajax,validated,Russo,,Susanna,People's Party,Parti populaire,588,1,487,61507
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Chapman,,Max,Green Party,Parti Vert,2145,5.3,0,40209
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Delisle,,Dave,People's Party,Parti populaire,883,2.2,0,40209
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Hughes,,Carol,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16740,41.6,0,40209
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Marquis De Marmalade,,Le,Parti Rhinocéros Party,Parti Rhinocéros Party,124,.3,0,40209
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Williamson,,Dave,Conservative,Conservateur,10557,26.3,0,40209
35002,Algoma--Manitoulin--Kapuskasing,preliminary,Wilson,,Heather,Liberal,Libéral,9760,24.3,0,40209
35002,Algoma--Manitoulin--Kapuskasing,validated,Chapman,,Max,Green Party,Parti Vert,2192,5.4,384,40975
35002,Algoma--Manitoulin--Kapuskasing,validated,Delisle,,Dave,People's Party,Parti populaire,887,2.2,384,40975
35002,Algoma--Manitoulin--Kapuskasing,validated,Hughes,,Carol,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16883,41.6,384,40975
35002,Algoma--Manitoulin--Kapuskasing,validated,Marquis De Marmalade,,Le,Parti Rhinocéros Party,Parti Rhinocéros Party,125,.3,384,40975
35002,Algoma--Manitoulin--Kapuskasing,validated,Williamson,,Dave,Conservative,Conservateur,10625,26.2,384,40975
35002,Algoma--Manitoulin--Kapuskasing,validated,Wilson,,Heather,Liberal,Libéral,9879,24.3,384,40975
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Alleslev,,Leona,Conservative,Conservateur,23333,44.7,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Brown,,Aaron,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3684,7.1,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Flemming,,Timothy,Green Party,Parti Vert,2090,4,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Korovitsyn,,Serge,Libertarian,Libertarien,517,1,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Patil,,Priya,People's Party,Parti populaire,524,1,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,preliminary,Taylor Roy,,Leah,Liberal,Libéral,22014,42.2,0,52162
35003,Aurora--Oak Ridges--Richmond Hill,validated,Alleslev,,Leona,Conservative,Conservateur,23568,44.4,454,53563
35003,Aurora--Oak Ridges--Richmond Hill,validated,Brown,,Aaron,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3820,7.2,454,53563
35003,Aurora--Oak Ridges--Richmond Hill,validated,Flemming,,Timothy,Green Party,Parti Vert,2154,4.1,454,53563
35003,Aurora--Oak Ridges--Richmond Hill,validated,Korovitsyn,,Serge,Libertarian,Libertarien,529,1,454,53563
35003,Aurora--Oak Ridges--Richmond Hill,validated,Patil,,Priya,People's Party,Parti populaire,530,1,454,53563
35003,Aurora--Oak Ridges--Richmond Hill,validated,Taylor Roy,,Leah,Liberal,Libéral,22508,42.4,454,53563
35004,Barrie--Innisfil,preliminary,Brassard,,John,Conservative,Conservateur,23573,44,0,53600
35004,Barrie--Innisfil,preliminary,North,,Bonnie,Green Party,Parti Vert,4630,8.6,0,53600
35004,Barrie--Innisfil,preliminary,Reinio,,Pekka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8742,16.3,0,53600
35004,Barrie--Innisfil,preliminary,Robinson,,Stephanie,People's Party,Parti populaire,1000,1.9,0,53600
35004,Barrie--Innisfil,preliminary,Wilson,,Lisa-Marie,Liberal,Libéral,15655,29.2,0,53600
35004,Barrie--Innisfil,validated,Brassard,,John,Conservative,Conservateur,23765,43.8,376,54629
35004,Barrie--Innisfil,validated,North,,Bonnie,Green Party,Parti Vert,4716,8.7,376,54629
35004,Barrie--Innisfil,validated,Reinio,,Pekka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8880,16.4,376,54629
35004,Barrie--Innisfil,validated,Robinson,,Stephanie,People's Party,Parti populaire,1013,1.9,376,54629
35004,Barrie--Innisfil,validated,Wilson,,Lisa-Marie,Liberal,Libéral,15879,29.3,376,54629
35005,Barrie--Springwater--Oro-Medonte,preliminary,Janssen,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7868,14.8,0,53254
35005,Barrie--Springwater--Oro-Medonte,preliminary,Kalliecharan,,Brian,Liberal,Libéral,16601,31.2,0,53254
35005,Barrie--Springwater--Oro-Medonte,preliminary,Lancaster,,Marty,Green Party,Parti Vert,6968,13.1,0,53254
35005,Barrie--Springwater--Oro-Medonte,preliminary,Patterson,,David,People's Party,Parti populaire,960,1.8,0,53254
35005,Barrie--Springwater--Oro-Medonte,preliminary,Shipley,,Doug,Conservative,Conservateur,20857,39.2,0,53254
35005,Barrie--Springwater--Oro-Medonte,validated,Janssen,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7972,14.8,378,54171
35005,Barrie--Springwater--Oro-Medonte,validated,Kalliecharan,,Brian,Liberal,Libéral,16805,31.2,378,54171
35005,Barrie--Springwater--Oro-Medonte,validated,Lancaster,,Marty,Green Party,Parti Vert,7066,13.1,378,54171
35005,Barrie--Springwater--Oro-Medonte,validated,Patterson,,David,People's Party,Parti populaire,969,1.8,378,54171
35005,Barrie--Springwater--Oro-Medonte,validated,Shipley,,Doug,Conservative,Conservateur,20981,39,378,54171
35006,Bay of Quinte,preliminary,Bell,,Stephanie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9770,15.8,0,61953
35006,Bay of Quinte,preliminary,Bordonaro,,Paul,People's Party,Parti populaire,1202,1.9,0,61953
35006,Bay of Quinte,preliminary,Celovsky,,Danny,Green Party,Parti Vert,3744,6,0,61953
35006,Bay of Quinte,preliminary,Durkin,,Tim,Conservative,Conservateur,22886,36.9,0,61953
35006,Bay of Quinte,preliminary,Ellis,,Neil,Liberal,Libéral,24351,39.3,0,61953
35006,Bay of Quinte,validated,Bell,,Stephanie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9851,16,464,62011
35006,Bay of Quinte,validated,Bordonaro,,Paul,People's Party,Parti populaire,1207,2,464,62011
35006,Bay of Quinte,validated,Celovsky,,Danny,Green Party,Parti Vert,3740,6.1,464,62011
35006,Bay of Quinte,validated,Durkin,,Tim,Conservative,Conservateur,22650,36.8,464,62011
35006,Bay of Quinte,validated,Ellis,,Neil,Liberal,Libéral,24099,39.2,464,62011
35007,Beaches--East York,preliminary,Erskine-Smith,,Nathaniel,Liberal,Libéral,32168,57.2,0,56206
35007,Beaches--East York,preliminary,Manners,,Sean,Green Party,Parti Vert,3295,5.9,0,56206
35007,Beaches--East York,preliminary,McKenzie,,Deborah,People's Party,Parti populaire,822,1.5,0,56206
35007,Beaches--East York,preliminary,Nam,,Mae J.,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11964,21.3,0,56206
35007,Beaches--East York,preliminary,Nazeer,,Nadirah,Conservative,Conservateur,7957,14.2,0,56206
35007,Beaches--East York,validated,Erskine-Smith,,Nathaniel,Liberal,Libéral,32647,57.2,340,57418
35007,Beaches--East York,validated,Manners,,Sean,Green Party,Parti Vert,3378,5.9,340,57418
35007,Beaches--East York,validated,McKenzie,,Deborah,People's Party,Parti populaire,831,1.5,340,57418
35007,Beaches--East York,validated,Nam,,Mae J.,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12196,21.4,340,57418
35007,Beaches--East York,validated,Nazeer,,Nadirah,Conservative,Conservateur,8026,14.1,340,57418
35008,Brampton Centre,preliminary,Bawa,,Baljit,People's Party,Parti populaire,677,1.7,0,39278
35008,Brampton Centre,preliminary,Boswell,,Jordan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7693,19.6,0,39278
35008,Brampton Centre,preliminary,Gershuny,,David,ML,ML,105,.3,0,39278
35008,Brampton Centre,preliminary,Gosal,,Pawanjit,Conservative,Conservateur,10605,27,0,39278
35008,Brampton Centre,preliminary,Sangha,,Ramesh,Liberal,Libéral,18543,47.2,0,39278
35008,Brampton Centre,preliminary,Thornham,,Pauline,Green Party,Parti Vert,1655,4.2,0,39278
35008,Brampton Centre,validated,Bawa,,Baljit,People's Party,Parti populaire,681,1.7,480,40238
35008,Brampton Centre,validated,Boswell,,Jordan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7819,19.7,480,40238
35008,Brampton Centre,validated,Gershuny,,David,ML,ML,106,.3,480,40238
35008,Brampton Centre,validated,Gosal,,Pawanjit,Conservative,Conservateur,10696,26.9,480,40238
35008,Brampton Centre,validated,Sangha,,Ramesh,Liberal,Libéral,18771,47.2,480,40238
35008,Brampton Centre,validated,Thornham,,Pauline,Green Party,Parti Vert,1685,4.2,480,40238
35009,Brampton East,preliminary,Burgess-Ogilvie,,Teresa,Green Party,Parti Vert,679,1.4,0,50078
35009,Brampton East,preliminary,Dua,,Partap,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,100,.2,0,50078
35009,Brampton East,preliminary,Othi,,Manpreet,Independent,Indépendant(e),211,.4,0,50078
35009,Brampton East,preliminary,Sidhu,,Maninder,Liberal,Libéral,23727,47.4,0,50078
35009,Brampton East,preliminary,Singh,,Ramona,Conservative,Conservateur,12045,24.1,0,50078
35009,Brampton East,preliminary,Singh,,Saranjit,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13077,26.1,0,50078
35009,Brampton East,preliminary,Walia,,Gaurav,People's Party,Parti populaire,239,.5,0,50078
35009,Brampton East,validated,Burgess-Ogilvie,,Teresa,Green Party,Parti Vert,666,1.3,510,51263
35009,Brampton East,validated,Dua,,Partap,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,89,.2,510,51263
35009,Brampton East,validated,Othi,,Manpreet,Independent,Indépendant(e),211,.4,510,51263
35009,Brampton East,validated,Sidhu,,Maninder,Liberal,Libéral,24050,47.4,510,51263
35009,Brampton East,validated,Singh,,Ramona,Conservative,Conservateur,12125,23.9,510,51263
35009,Brampton East,validated,Singh,,Saranjit,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13368,26.3,510,51263
35009,Brampton East,validated,Walia,,Gaurav,People's Party,Parti populaire,244,.5,510,51263
35010,Brampton North,preliminary,D'Costa,,Norbert,Green Party,Parti Vert,1479,3,0,49958
35010,Brampton North,preliminary,Edwards,,Melissa,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8382,16.8,0,49958
35010,Brampton North,preliminary,Frazer,,Keith,People's Party,Parti populaire,505,1,0,49958
35010,Brampton North,preliminary,Khanna,,Arpan,Conservative,Conservateur,13895,27.8,0,49958
35010,Brampton North,preliminary,Sahota,,Ruby,Liberal,Libéral,25697,51.4,0,49958
35010,Brampton North,validated,D'Costa,,Norbert,Green Party,Parti Vert,1516,3,496,50998
35010,Brampton North,validated,Edwards,,Melissa,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8533,16.9,496,50998
35010,Brampton North,validated,Frazer,,Keith,People's Party,Parti populaire,510,1,496,50998
35010,Brampton North,validated,Khanna,,Arpan,Conservative,Conservateur,13973,27.7,496,50998
35010,Brampton North,validated,Sahota,,Ruby,Liberal,Libéral,25970,51.4,496,50998
35011,Brampton South,preliminary,Brar,,Ramandeep,Conservative,Conservateur,13753,28.6,0,48171
35011,Brampton South,preliminary,Fraser,,Karen,Green Party,Parti Vert,1898,3.9,0,48171
35011,Brampton South,preliminary,Ghuman,,Rajwinder,People's Party,Parti populaire,351,.7,0,48171
35011,Brampton South,preliminary,Joshi,,Mitesh,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,152,.3,0,48171
35011,Brampton South,preliminary,Kaur,,Mandeep,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7828,16.3,0,48171
35011,Brampton South,preliminary,Mercer,,Wavey,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.6,0,48171
35011,Brampton South,preliminary,Sidhu,,Sonia,Liberal,Libéral,23836,49.5,0,48171
35011,Brampton South,preliminary,Sullivan,,Dagmar,ML,ML,68,.1,0,48171
35011,Brampton South,validated,Brar,,Ramandeep,Conservative,Conservateur,13828,28.4,583,49266
35011,Brampton South,validated,Fraser,,Karen,Green Party,Parti Vert,1926,4,583,49266
35011,Brampton South,validated,Ghuman,,Rajwinder,People's Party,Parti populaire,354,.7,583,49266
35011,Brampton South,validated,Joshi,,Mitesh,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,152,.3,583,49266
35011,Brampton South,validated,Kaur,,Mandeep,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7985,16.4,583,49266
35011,Brampton South,validated,Mercer,,Wavey,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.6,583,49266
35011,Brampton South,validated,Sidhu,,Sonia,Liberal,Libéral,24085,49.5,583,49266
35011,Brampton South,validated,Sullivan,,Dagmar,ML,ML,68,.1,583,49266
35012,Brampton West,preliminary,Davidson,,Jane,Green Party,Parti Vert,1240,2.3,0,53007
35012,Brampton West,preliminary,Hundal,,Harinderpal,Communist,Communiste,97,.2,0,53007
35012,Brampton West,preliminary,Kaur,,Navjit,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9695,18.3,0,53007
35012,Brampton West,preliminary,Khera,,Kamal,Liberal,Libéral,28433,53.6,0,53007
35012,Brampton West,preliminary,Malik,,Anjum,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,68,.1,0,53007
35012,Brampton West,preliminary,Sampson,,Roger,People's Party,Parti populaire,500,.9,0,53007
35012,Brampton West,preliminary,Tannahill,,Paul,Christian Heritage Party,Parti de l'Héritage Chrétien,315,.6,0,53007
35012,Brampton West,preliminary,Thapliyal,,Murarilal,Conservative,Conservateur,12659,23.9,0,53007
35012,Brampton West,validated,Davidson,,Jane,Green Party,Parti Vert,1271,2.4,735,54418
35012,Brampton West,validated,Hundal,,Harinderpal,Communist,Communiste,97,.2,735,54418
35012,Brampton West,validated,Kaur,,Navjit,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9855,18.4,735,54418
35012,Brampton West,validated,Khera,,Kamal,Liberal,Libéral,28743,53.5,735,54418
35012,Brampton West,validated,Malik,,Anjum,CFF - Canada's Fourth Front,QFC - Quatrième front du Canada,69,.1,735,54418
35012,Brampton West,validated,Sampson,,Roger,People's Party,Parti populaire,505,.9,735,54418
35012,Brampton West,validated,Tannahill,,Paul,Christian Heritage Party,Parti de l'Héritage Chrétien,319,.6,735,54418
35012,Brampton West,validated,Thapliyal,,Murarilal,Conservative,Conservateur,12824,23.9,735,54418
35013,Brantford--Brant,preliminary,Bory,,Leslie,Independent,Indépendant(e),114,.2,0,66068
35013,Brantford--Brant,preliminary,Gallagher,,Jeffrey,VCP,CAC,392,.6,0,66068
35013,Brantford--Brant,preliminary,Jonkman,,Bob,Green Party,Parti Vert,4165,6.3,0,66068
35013,Brantford--Brant,preliminary,McColeman,,Phil,Conservative,Conservateur,26723,40.4,0,66068
35013,Brantford--Brant,preliminary,Sawyer,,Sabrina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12972,19.6,0,66068
35013,Brantford--Brant,preliminary,Takacs,,Danielle,Liberal,Libéral,20250,30.7,0,66068
35013,Brantford--Brant,preliminary,Turmel,,John The Engineer,Independent,Indépendant(e),143,.2,0,66068
